Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-06-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Online,30,Fixed,4.625%,4.650%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30,Fixed,4.750%,4.843%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Online,15,Fixed,4.125%,4.168%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15,Fixed,4.375%,4.536%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20,Fixed,4.625%,4.752%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10,Fixed,4.375%,4.606%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM Adjustable,,Offline,30,Variable,4.375%,4.687%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM Adjustable,,Offline,30,Variable,4.250%,4.713%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM Adjustable,,Offline,30,Variable,4.250%,4.796%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 ARM Adjustable,,Offline,30,Variable,4.500%,4.952%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30,Fixed,4.375%,4.430%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Online,30,Fixed,4.490%,4.505%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
