Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,Adjustable Rate Mortgage 5/1 ARM,,Online,30.0,Variable,4.75%,4.93178376461276%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,Adjustable Rate Mortgage 7/1 ARM,,Online,30.0,Variable,4.75%,4.90954278454389%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,Adjustable Rate Mortgage 10/1 ARM,,Online,30.0,Variable,4.75%,4.87535669184625%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,20YMF,Fixed Rate Mortgage 20 Yr Fixed,,Online,20.0,Fixed,4.5%,4.51740506899932%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,Fixed Rate Mortgage 30 Yr Fixed,,Online,30.0,Fixed,4.625%,4.65724903804587%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,15YMF,Fixed Rate Mortgage 15 Yr Fixed,,Online,15.0,Fixed,4.125%,4.15337850366024%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,10YMF,Fixed Rate Mortgage 10 Yr Fixed,,Online,10.0,Fixed,4.25%,4.27577275370782%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMF,Fixed 30 Years,,Offline,30.0,Fixed,4.375%,4.729%,100000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,20YMF,Fixed 20 Years,,Offline,20.0,Fixed,4.375%,4.837%,100000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,15YMF,Fixed 15 Years,,Offline,15.0,Fixed,4.0%,4.627%,100000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM variable,,Offline,30.0,Variable,4.25%,4.877%,100000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM variable,,Offline,30.0,Variable,4.0%,4.876%,100000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM variable,,Offline,30.0,Variable,3.75%,4.917%,100000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMF,Fixed 30 Years,,Offline,30.0,Fixed,4.25%,4.616%,300000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,20YMF,Fixed 20 Years,,Offline,20.0,Fixed,4.25%,4.72%,300000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,15YMF,Fixed 15 Years,,Offline,15.0,Fixed,4.0%,4.627%,300000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM variable,,Offline,30.0,Variable,4.0%,4.748%,300000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM variable,,Offline,30.0,Variable,3.875%,4.802%,300000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-25,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM variable,,Offline,30.0,Variable,3.625%,4.857%,300000,20%,740+,New Purchase,Primary Residence,Principal + Interest,Bank Website
