Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,APY,Source
 2018-08-24,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,20YMF,Mortgage_20-yr,,Offline,20.0,Fixed,4.500%,4.643%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.125%,4.268%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,4.500%,4.925%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.375%,4.951%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.500%,4.545%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.250%,4.328%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,3.875%,4.562%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,3.750%,4.669%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_10/1,,Offline,30.0,Variable,4.375%,4.695%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Yr Fixed,,Offline,30.0,Fixed,4.5%,5.369%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,FHA 15 Yr Fixed,,Offline,15.0,Fixed,4.5%,5.591%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Yr Fixed,,Offline,30.0,Fixed,4.25%,5.088%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,FHA 15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.89%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 YR FIXED,,Offline,30.0,Fixed,4.125%,4.949%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,FHA 5-1 ARM,,Offline,30.0,Variable,3.5%,4.961%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Yr Fixed,,Offline,30.0,Fixed,4.625%,4.948%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Yr Fixed,,Offline,15.0,Fixed,4.5%,5.1%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Yr Fixed,,Offline,30.0,Fixed,4.375%,4.66%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.385%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 YR FIXED,,Offline,30.0,Fixed,4.125%,4.422%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,VA 5-1 ARM,,Offline,30.0,Variable,3.5%,4.438%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,3-1 ARM,,Offline,30.0,Variable,4.125%,5.106%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 ARM,,Offline,30.0,Variable,4.0%,4.971%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 ARM,,Offline,30.0,Variable,4.125%,4.911%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 ARM,,Offline,30.0,Variable,4.25%,4.866%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,3-1 ARM,,Offline,30.0,Variable,3.875%,5.004%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 ARM,,Offline,30.0,Variable,3.875%,4.866%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 ARM,,Offline,30.0,Variable,4.0%,4.783%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 ARM,,Offline,30.0,Variable,4.25%,4.754%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 YR ARM,,Offline,30.0,Variable,3.125%,4.648%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 YR ARM,,Offline,30.0,Variable,3.375%,4.526%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 YR ARM,,Offline,30.0,Variable,3.625%,4.431%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30.0,Fixed,4.625%,4.849%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20.0,Fixed,4.375%,4.677%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15.0,Fixed,4.125%,4.469%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10.0,Fixed,4.0%,4.521%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30.0,Fixed,4.5%,4.61%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20.0,Fixed,4.25%,4.413%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.08%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10.0,Fixed,3.75%,4.017%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 YR FIXED,,Offline,30.0,Fixed,4.125%,4.239%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 YR FIXED,,Offline,15.0,Fixed,3.875%,4.074%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Agency 30 Year Fixed,,Offline,30.0,Fixed,4.625%,4.7159%,200000.0,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,Agency 15 Year Fixed,,Offline,15.0,Fixed,3.900%,4.0465%,200000.0,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-08-24,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Jumbo 30 Year Fixed,,Offline,30.0,Fixed,4.625%,4.6770%,500000.0,25%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
