Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-06-26,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Online,30,Fixed,4.625%,4.650%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30,Fixed,4.875%,4.969%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,4.250%,4.834%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM,,Offline,30,Variable,4.375%,4.709%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,4.250%,4.744%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,10 year fixed,,Offline,30,Fixed,4.500%,4.732%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Online,30,Fixed,4.125%,4.168%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30,Fixed,4.375%,4.536%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,20 year fixed,,Offline,30,Fixed,4.750%,4.877%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 ARM,,Offline,30,Variable,4.500%,4.997%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30,Fixed,4.375%,4.430%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Online,30,Fixed,4.490%,4.505%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Online,30,Fixed,4.125%,4.151%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30,Fixed,4.375%,4.471%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM,,Offline,30,Variable,4.000%,4.440%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.875%,4.529%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,3.875%,4.661%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.375%,3.3869041124730312%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,CAPITAL ONE,COF,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.125%,3.134323743118425%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540031%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.375%,3.386904112473029%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,CAPITAL ONE,COF,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.125%,3.134323743118425%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540032%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
