Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-09-18,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30,Fixed,5.18%,5.18%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30,Fixed,4.74%,4.74%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30,Fixed,4.75%,4.75%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30,Fixed,5.10%,5.10%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,5.04%,5.04%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30,Variable,5.08%,5.08%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30,Fixed,4.18%,4.18%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30,Fixed,4.54%,4.54%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM,,Offline,30,Variable,4.99%,4.99%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-09-18,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM,,Offline,30,Variable,5.14%,5.14%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
